성별,나이,직업,이용 횟수,호선,지불방법
남성,40대,학생,22,7호선,교통카드
여성,50대,학생,48,7호선,현금
남성,50대,학생,99,9호선,신용카드
여성,30대,회사원,43,3호선,교통카드
여성,30대,무직,68,2호선,현금
남성,10대,기타,33,1호선,현금
남성,60대 이상,자영업,69,6호선,신용카드
남성,60대 이상,회사원,3,6호선,현금
남성,50대,학생,33,2호선,교통카드
여성,20대,기타,100,9호선,교통카드
남성,10대,자영업,19,6호선,현금
여성,30대,회사원,62,3호선,신용카드
남성,30대,학생,66,7호선,교통카드
남성,60대 이상,자영업,27,9호선,신용카드
남성,10대,학생,6,3호선,교통카드
남성,10대,자영업,65,4호선,교통카드
남성,30대,자영업,51,6호선,현금
남성,60대 이상,기타,11,9호선,교통카드
여성,60대 이상,무직,56,6호선,현금
여성,60대 이상,회사원,78,6호선,신용카드
남성,30대,학생,58,2호선,현금
여성,40대,회사원,17,8호선,신용카드
남성,60대 이상,기타,93,2호선,교통카드
여성,30대,무직,24,1호선,현금
여성,60대 이상,기타,31,4호선,교통카드
남성,20대,무직,44,4호선,현금
여성,40대,학생,93,2호선,현금
남성,50대,자영업,16,3호선,신용카드
남성,20대,무직,69,7호선,현금
남성,40대,자영업,30,6호선,교통카드
남성,30대,무직,88,5호선,신용카드
여성,40대,회사원,82,8호선,교통카드
여성,20대,회사원,96,2호선,신용카드
남성,40대,무직,99,4호선,신용카드
남성,40대,회사원,100,4호선,현금
남성,50대,자영업,23,2호선,현금
여성,50대,기타,10,8호선,교통카드
여성,30대,학생,83,3호선,교통카드
여성,10대,회사원,53,9호선,현금
여성,20대,기타,63,9호선,교통카드
여성,60대 이상,회사원,38,1호선,신용카드
여성,30대,학생,56,8호선,교통카드
남성,20대,자영업,37,8호선,교통카드
남성,50대,학생,65,1호선,신용카드
남성,50대,기타,69,6호선,신용카드
여성,50대,무직,31,7호선,신용카드
여성,50대,기타,32,4호선,교통카드
여성,20대,기타,53,7호선,현금
여성,40대,무직,92,5호선,교통카드
남성,30대,무직,63,5호선,현금
남성,10대,학생,86,5호선,교통카드
여성,30대,자영업,67,6호선,교통카드
여성,40대,기타,86,3호선,신용카드
여성,60대 이상,회사원,100,9호선,신용카드
여성,20대,자영업,87,4호선,현금
여성,50대,학생,33,9호선,신용카드
남성,40대,기타,39,7호선,현금
여성,50대,기타,46,7호선,현금
남성,20대,회사원,28,7호선,신용카드
여성,20대,회사원,50,4호선,현금
남성,10대,학생,59,9호선,신용카드
여성,20대,무직,10,3호선,신용카드
여성,10대,자영업,81,7호선,현금
남성,30대,무직,61,8호선,교통카드
남성,40대,회사원,94,8호선,교통카드
여성,20대,기타,71,4호선,신용카드
남성,60대 이상,회사원,67,7호선,신용카드
여성,20대,학생,15,3호선,현금
여성,60대 이상,학생,38,7호선,교통카드
남성,10대,무직,13,7호선,신용카드
남성,40대,회사원,95,5호선,신용카드
남성,50대,자영업,89,6호선,신용카드
여성,30대,회사원,4,1호선,현금
여성,40대,무직,52,8호선,교통카드
여성,50대,기타,41,1호선,현금
여성,60대 이상,학생,34,4호선,교통카드
남성,20대,회사원,94,3호선,현금
남성,60대 이상,자영업,39,8호선,신용카드
남성,50대,회사원,21,3호선,현금
여성,20대,무직,77,1호선,교통카드
여성,50대,자영업,36,3호선,현금
여성,50대,회사원,68,8호선,신용카드
여성,40대,무직,3,3호선,신용카드
남성,40대,회사원,59,2호선,교통카드
여성,50대,회사원,15,9호선,신용카드
남성,50대,회사원,5,7호선,신용카드
여성,40대,회사원,94,1호선,교통카드
여성,60대 이상,자영업,54,5호선,신용카드
여성,60대 이상,무직,23,4호선,현금
남성,20대,회사원,89,8호선,교통카드
남성,10대,무직,10,5호선,신용카드
여성,60대 이상,회사원,92,1호선,현금
여성,60대 이상,기타,34,6호선,현금
여성,30대,무직,3,8호선,신용카드
여성,10대,무직,68,7호선,현금
남성,60대 이상,기타,88,6호선,교통카드
남성,40대,학생,98,3호선,교통카드
남성,40대,기타,33,3호선,현금
남성,20대,자영업,54,8호선,교통카드
남성,40대,자영업,75,3호선,현금
여성,40대,자영업,88,3호선,신용카드
여성,60대 이상,기타,8,1호선,교통카드
남성,60대 이상,회사원,22,7호선,교통카드
남성,20대,기타,39,9호선,교통카드
여성,10대,자영업,77,5호선,현금
여성,20대,학생,97,1호선,신용카드
남성,10대,학생,31,6호선,신용카드
여성,10대,학생,85,8호선,신용카드
남성,50대,학생,74,8호선,현금
남성,10대,자영업,28,3호선,신용카드
여성,20대,학생,71,1호선,현금
여성,60대 이상,무직,15,3호선,현금
남성,30대,기타,10,7호선,교통카드
여성,10대,회사원,62,8호선,교통카드
여성,50대,회사원,43,5호선,현금
여성,10대,회사원,68,4호선,교통카드
여성,10대,기타,98,8호선,현금
남성,60대 이상,무직,10,3호선,신용카드
남성,20대,학생,72,8호선,교통카드
여성,20대,학생,71,6호선,교통카드
여성,30대,자영업,31,4호선,신용카드
여성,40대,자영업,75,9호선,교통카드
여성,60대 이상,무직,90,6호선,교통카드
여성,20대,학생,97,1호선,현금
여성,10대,무직,93,5호선,신용카드
여성,50대,기타,10,5호선,교통카드
여성,10대,기타,72,2호선,신용카드
남성,60대 이상,무직,33,5호선,교통카드
남성,10대,자영업,82,9호선,현금
남성,50대,학생,51,3호선,교통카드
남성,30대,기타,69,8호선,신용카드
남성,60대 이상,학생,40,6호선,신용카드
남성,50대,회사원,50,9호선,현금
여성,10대,회사원,80,9호선,교통카드
남성,60대 이상,자영업,97,7호선,교통카드
여성,30대,무직,64,8호선,신용카드
여성,10대,회사원,24,8호선,현금
여성,10대,회사원,99,3호선,현금
여성,50대,학생,63,9호선,교통카드
남성,40대,자영업,30,9호선,현금
여성,50대,무직,41,1호선,교통카드
남성,50대,무직,13,3호선,교통카드
남성,50대,회사원,66,1호선,신용카드
남성,20대,자영업,19,5호선,교통카드
여성,60대 이상,기타,98,1호선,신용카드
남성,50대,자영업,11,7호선,신용카드
남성,20대,자영업,36,2호선,신용카드
남성,40대,자영업,49,4호선,신용카드
여성,20대,무직,56,4호선,교통카드
여성,40대,무직,89,7호선,현금
남성,10대,회사원,21,2호선,교통카드
남성,60대 이상,회사원,76,4호선,신용카드
남성,40대,기타,97,6호선,신용카드
남성,20대,자영업,82,3호선,현금
여성,60대 이상,기타,10,6호선,현금
여성,60대 이상,자영업,22,7호선,현금
남성,30대,자영업,12,3호선,현금
남성,20대,기타,13,5호선,신용카드
남성,50대,무직,8,3호선,신용카드
남성,30대,회사원,56,6호선,신용카드
여성,50대,학생,39,5호선,현금
남성,30대,무직,99,7호선,현금
여성,20대,학생,77,1호선,교통카드
남성,40대,회사원,21,5호선,신용카드
남성,10대,무직,19,9호선,신용카드
남성,10대,회사원,98,9호선,신용카드
남성,10대,회사원,64,4호선,현금
남성,20대,학생,93,9호선,현금
여성,30대,기타,9,4호선,현금
여성,20대,회사원,32,9호선,신용카드
여성,30대,기타,46,1호선,신용카드
여성,10대,회사원,70,9호선,신용카드
남성,50대,무직,67,5호선,교통카드
남성,30대,자영업,19,2호선,현금
남성,50대,회사원,42,3호선,현금
여성,50대,자영업,19,4호선,신용카드
남성,30대,회사원,98,9호선,현금
여성,60대 이상,학생,46,8호선,신용카드
남성,60대 이상,무직,68,3호선,현금
남성,60대 이상,자영업,57,7호선,신용카드
남성,30대,무직,97,1호선,신용카드
여성,60대 이상,기타,18,4호선,현금
여성,50대,학생,33,1호선,신용카드
여성,60대 이상,자영업,13,9호선,신용카드
남성,30대,무직,13,3호선,현금
남성,50대,회사원,52,5호선,교통카드
여성,30대,무직,30,3호선,교통카드
여성,10대,자영업,57,1호선,현금
여성,30대,학생,3,2호선,교통카드
여성,40대,기타,68,6호선,신용카드
여성,60대 이상,무직,68,8호선,교통카드
여성,40대,무직,25,6호선,신용카드
남성,30대,무직,30,7호선,신용카드
남성,20대,무직,76,6호선,교통카드
남성,10대,회사원,7,5호선,현금
여성,10대,학생,17,3호선,교통카드
여성,20대,학생,96,5호선,교통카드
여성,30대,무직,61,7호선,신용카드
여성,30대,자영업,10,3호선,신용카드
남성,60대 이상,회사원,56,5호선,현금
여성,30대,기타,38,6호선,현금
여성,30대,자영업,64,2호선,현금
여성,10대,학생,50,1호선,교통카드
여성,30대,자영업,98,7호선,현금
여성,30대,자영업,48,9호선,교통카드
여성,20대,기타,43,3호선,현금
남성,10대,학생,99,6호선,교통카드
남성,50대,무직,99,5호선,현금
남성,10대,기타,56,9호선,현금
남성,30대,무직,17,7호선,신용카드
남성,20대,기타,53,1호선,교통카드
여성,30대,회사원,64,7호선,현금
남성,50대,회사원,23,6호선,현금
남성,60대 이상,기타,93,7호선,신용카드
여성,20대,기타,66,2호선,교통카드
남성,20대,자영업,30,7호선,현금
여성,50대,학생,62,6호선,신용카드
남성,40대,기타,88,5호선,신용카드
남성,10대,무직,96,6호선,교통카드
여성,20대,기타,40,5호선,현금
여성,20대,기타,52,7호선,신용카드
여성,40대,기타,14,5호선,신용카드
여성,40대,기타,92,6호선,신용카드
남성,10대,자영업,57,3호선,교통카드
남성,30대,무직,14,2호선,신용카드
남성,20대,자영업,93,6호선,현금
여성,40대,자영업,48,7호선,현금
남성,60대 이상,무직,22,7호선,신용카드
남성,50대,학생,37,2호선,현금
남성,20대,자영업,15,9호선,교통카드
여성,10대,회사원,17,7호선,신용카드
남성,30대,회사원,93,9호선,신용카드
여성,10대,학생,21,4호선,현금
여성,50대,자영업,11,1호선,신용카드
여성,20대,무직,21,7호선,신용카드
남성,40대,자영업,31,1호선,신용카드
여성,60대 이상,기타,7,9호선,신용카드
여성,40대,학생,38,5호선,현금
남성,10대,학생,92,1호선,교통카드
여성,20대,회사원,33,2호선,신용카드
여성,10대,무직,42,6호선,신용카드
여성,20대,학생,89,8호선,교통카드
남성,40대,기타,82,8호선,현금
남성,20대,기타,82,6호선,현금
여성,20대,회사원,64,7호선,교통카드
여성,30대,학생,16,5호선,교통카드
여성,10대,기타,40,2호선,교통카드
여성,10대,무직,92,3호선,현금
여성,10대,무직,51,9호선,현금
남성,10대,회사원,39,9호선,교통카드
여성,30대,자영업,74,8호선,신용카드
여성,30대,자영업,73,9호선,교통카드
남성,30대,회사원,18,3호선,교통카드
여성,10대,기타,91,3호선,교통카드
여성,20대,학생,4,9호선,교통카드
남성,10대,학생,19,6호선,신용카드
남성,30대,학생,90,1호선,신용카드
여성,40대,기타,52,2호선,교통카드
여성,20대,자영업,82,2호선,신용카드
남성,60대 이상,학생,4,7호선,교통카드
남성,40대,무직,78,6호선,신용카드
남성,10대,무직,54,8호선,신용카드
남성,60대 이상,기타,95,4호선,교통카드
여성,40대,회사원,44,3호선,현금
남성,30대,회사원,67,5호선,교통카드
남성,40대,기타,4,2호선,신용카드
남성,20대,자영업,10,3호선,신용카드
남성,10대,무직,99,9호선,교통카드
남성,30대,회사원,47,5호선,교통카드
남성,30대,무직,90,6호선,현금
남성,50대,학생,46,8호선,현금
여성,50대,기타,46,6호선,신용카드
여성,10대,자영업,29,2호선,현금
여성,50대,학생,1,2호선,교통카드
남성,20대,자영업,28,4호선,교통카드
여성,40대,기타,61,5호선,신용카드
여성,20대,학생,57,1호선,신용카드
남성,30대,기타,70,2호선,신용카드
남성,60대 이상,기타,89,8호선,현금
여성,40대,학생,15,3호선,현금
남성,30대,무직,91,3호선,신용카드
여성,10대,무직,50,4호선,현금
남성,30대,기타,3,7호선,교통카드
여성,40대,학생,18,7호선,교통카드
남성,40대,자영업,34,2호선,현금
여성,50대,회사원,92,1호선,교통카드
남성,60대 이상,자영업,72,4호선,신용카드
남성,40대,회사원,32,9호선,현금
남성,40대,무직,38,6호선,교통카드
남성,10대,기타,50,2호선,현금
여성,50대,학생,62,6호선,현금
여성,30대,자영업,73,9호선,교통카드
남성,50대,자영업,40,1호선,교통카드
남성,50대,학생,1,3호선,신용카드
여성,20대,회사원,86,1호선,신용카드
남성,60대 이상,무직,65,7호선,현금
여성,40대,회사원,93,1호선,교통카드
여성,50대,회사원,61,3호선,신용카드
남성,50대,회사원,71,8호선,교통카드
여성,40대,학생,32,2호선,교통카드
여성,60대 이상,기타,68,3호선,신용카드
여성,20대,회사원,76,3호선,교통카드
여성,60대 이상,자영업,77,7호선,신용카드
남성,50대,학생,6,8호선,현금
남성,30대,무직,85,9호선,신용카드
여성,60대 이상,기타,47,5호선,신용카드
남성,10대,기타,2,9호선,교통카드
남성,30대,자영업,73,9호선,교통카드
남성,20대,학생,74,3호선,교통카드
여성,40대,기타,82,8호선,교통카드
남성,30대,학생,61,2호선,현금
여성,60대 이상,무직,64,8호선,신용카드
여성,60대 이상,자영업,2,3호선,교통카드
남성,60대 이상,기타,27,5호선,신용카드
여성,20대,학생,84,4호선,교통카드
남성,20대,회사원,15,9호선,교통카드
여성,20대,기타,74,6호선,현금
남성,40대,무직,28,2호선,현금
남성,60대 이상,학생,20,1호선,신용카드
남성,10대,기타,55,9호선,신용카드
여성,60대 이상,회사원,39,1호선,현금
남성,20대,자영업,50,6호선,교통카드
여성,60대 이상,회사원,13,4호선,현금
남성,50대,학생,71,7호선,교통카드
남성,10대,회사원,97,6호선,교통카드
