gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,MonthlyCharges,Churn
Female,0,Yes,72,Yes,Yes,Yes,113.1,0
Female,0,No,11,Yes,Yes,No,58.95,0
Female,0,No,1,Yes,No,No internet service,19.55,0
Male,0,No,10,Yes,Yes,No,86.05,1
Male,0,No,13,No,No phone service,Yes,45.55,1
Male,0,Yes,34,Yes,No,No,78.95,0
Male,0,Yes,39,Yes,No,No,86.3,1
Female,0,No,65,Yes,Yes,No,105.05,0
Male,1,No,50,Yes,Yes,Yes,101.9,0
Male,0,No,15,Yes,No,No internet service,19.75,0
Male,0,Yes,72,Yes,Yes,Yes,110.3,0
Female,0,Yes,72,Yes,Yes,Yes,115.6,0
Male,0,Yes,55,Yes,No,No internet service,19.35,0
Female,0,Yes,23,Yes,Yes,No internet service,25.6,0
Male,0,No,32,Yes,Yes,No,80.35,1
Female,0,Yes,56,Yes,Yes,Yes,68.75,0
Female,0,No,1,Yes,No,No internet service,19.9,0
Male,0,No,38,Yes,No,Yes,70.6,0
Male,0,No,11,Yes,No,No,70.2,0
Male,0,No,1,Yes,No,No,49.3,0
Male,0,No,56,Yes,Yes,No,107.25,0
Male,0,No,3,Yes,Yes,No internet service,23.6,0
Male,0,Yes,7,Yes,No,Yes,69.7,0
Male,0,Yes,59,Yes,Yes,No,99.5,0
Male,0,No,7,Yes,No,No,64.3,0
Male,0,Yes,71,Yes,No,Yes,70.85,0
Male,0,Yes,15,Yes,No,Yes,101.9,0
Male,0,No,71,Yes,Yes,Yes,73.5,0
Female,0,No,35,Yes,Yes,No,100.25,1
Female,0,No,11,No,No phone service,No,40.4,0
Female,0,Yes,60,Yes,No,No internet service,19.25,0
Male,1,No,47,Yes,Yes,No,59.6,0
Female,0,No,11,Yes,No,No,64.9,0
Male,0,No,56,Yes,Yes,No,100.3,1
Female,1,No,28,Yes,Yes,No,110.85,0
Male,0,No,61,Yes,No,Yes,81.05,0
Male,0,Yes,31,Yes,Yes,Yes,98.05,0
Male,0,No,9,Yes,No,No,70.5,0
Male,1,No,35,Yes,Yes,Yes,94.55,0
Male,0,No,2,Yes,No,No internet service,19.65,0
Female,0,Yes,12,Yes,No,No internet service,19.0,1
Female,0,No,1,Yes,No,Yes,75.3,1
Female,1,No,4,Yes,Yes,No,89.2,1
Female,0,Yes,1,Yes,No,No internet service,19.0,0
Female,0,No,3,Yes,No,No internet service,20.0,0
Female,1,No,1,Yes,Yes,No,85.7,1
Male,0,No,52,Yes,No,Yes,63.25,0
Male,0,Yes,5,Yes,No,No internet service,20.1,0
Male,0,No,72,Yes,Yes,Yes,99.15,0
Male,0,Yes,71,Yes,Yes,Yes,90.4,0
Male,0,No,72,Yes,Yes,Yes,111.9,0
Male,0,Yes,46,Yes,Yes,No internet service,24.9,0
Male,0,Yes,63,Yes,Yes,Yes,83.5,0
Male,0,No,30,Yes,No,Yes,84.3,0
Male,0,No,1,Yes,No,No,45.6,0
Female,0,No,12,Yes,Yes,Yes,61.65,1
Male,0,No,16,No,No phone service,Yes,54.85,0
Male,0,No,4,Yes,Yes,No,65.55,0
Male,0,No,51,Yes,Yes,No,90.35,0
Male,0,No,65,Yes,No,No internet service,20.4,0
Male,0,No,16,Yes,No,No,74.55,0
Male,0,No,2,Yes,No,No internet service,19.95,0
Female,0,Yes,66,Yes,Yes,No,74.25,0
Male,0,No,46,Yes,Yes,No,108.65,0
Female,0,No,32,Yes,Yes,Yes,109.55,0
Male,0,No,72,Yes,Yes,Yes,86.65,0
Male,0,Yes,38,Yes,No,Yes,81.0,0
Male,0,Yes,51,Yes,No,No,47.85,0
Male,0,Yes,72,Yes,Yes,Yes,114.55,0
Female,1,No,65,Yes,Yes,Yes,105.25,1
Male,0,Yes,9,No,No phone service,No,29.95,1
Female,0,Yes,9,Yes,No,Yes,65.0,1
Male,0,Yes,66,Yes,No,No internet service,20.55,0
Female,1,No,44,Yes,Yes,Yes,109.8,0
Male,0,No,50,Yes,Yes,No,69.5,0
Female,0,No,15,Yes,Yes,No,48.85,0
Male,0,No,8,No,No phone service,No,25.25,0
Female,1,No,66,Yes,Yes,No,102.85,0
Female,0,No,57,Yes,Yes,Yes,87.55,0
Female,0,No,7,Yes,Yes,No,78.55,0
Male,1,Yes,10,No,No phone service,No,34.55,0
Female,0,No,62,Yes,Yes,Yes,92.05,0
Male,0,Yes,40,Yes,No,No,85.05,0
Female,0,No,20,Yes,No,No internet service,19.7,0
Female,0,No,7,Yes,No,No internet service,20.0,1
Female,0,No,25,Yes,No,No,95.15,0
Male,0,No,23,Yes,Yes,No,84.25,0
Female,1,No,66,Yes,Yes,No,104.6,0
Female,1,No,72,Yes,Yes,No,111.65,0
Male,1,No,49,Yes,Yes,No,90.05,1
Male,1,Yes,43,Yes,Yes,No,110.75,1
Female,0,No,46,Yes,Yes,Yes,55.0,0
Male,0,Yes,72,Yes,Yes,Yes,89.85,0
Male,0,No,10,Yes,No,No internet service,20.35,0
Female,0,No,40,No,No phone service,Yes,54.55,0
Female,0,Yes,65,Yes,Yes,No,105.5,1
Male,0,No,31,Yes,No,No,99.45,0
Female,0,No,68,Yes,Yes,Yes,70.9,0
Male,1,Yes,56,Yes,Yes,Yes,104.55,1
Male,0,No,10,Yes,Yes,No,85.25,1
Male,0,Yes,68,Yes,Yes,No internet service,25.4,0
Female,0,Yes,43,Yes,No,No,56.15,1
Male,0,No,1,Yes,No,No,89.55,1
Female,1,No,49,Yes,No,No,89.85,0
Female,0,Yes,15,Yes,Yes,No internet service,25.25,0
Male,1,No,20,Yes,Yes,No,94.55,1
Male,0,No,1,Yes,No,No,45.7,1
Male,0,Yes,50,Yes,Yes,No,69.65,0
Female,1,No,2,Yes,Yes,No,89.5,1
Male,1,No,24,Yes,No,No,70.0,0
Female,0,No,3,Yes,No,No,69.55,1
Female,0,No,1,Yes,No,No,74.6,1
Male,0,Yes,35,Yes,No,No internet service,20.1,0
Female,0,No,17,Yes,Yes,No internet service,24.8,0
Female,1,No,8,Yes,No,No internet service,19.65,1
Male,0,No,10,Yes,No,No,95.1,0
Male,0,Yes,68,Yes,Yes,Yes,88.85,0
Male,0,No,45,Yes,No,Yes,78.8,0
Male,0,Yes,2,Yes,No,No internet service,19.85,1
Male,0,No,37,Yes,No,No internet service,20.35,0
Female,0,No,4,No,No phone service,No,24.25,1
Female,0,No,10,Yes,No,No,45.25,0
Male,0,No,1,Yes,No,No internet service,20.05,0
Male,0,Yes,65,Yes,Yes,Yes,69.55,0
Female,0,Yes,57,Yes,No,No internet service,19.5,0
Female,0,No,3,Yes,No,No,74.75,0
Female,0,No,2,Yes,No,No,69.65,1
Male,0,No,49,No,No phone service,No,30.2,0
Female,0,No,4,Yes,No,No,45.65,1
Female,0,No,70,No,No phone service,No,57.8,0
Female,0,Yes,53,Yes,No,No internet service,19.85,0
Male,0,Yes,53,Yes,Yes,No internet service,25.55,0
Female,0,No,1,Yes,Yes,No,75.05,1
Male,0,No,22,Yes,Yes,No internet service,24.85,0
Male,1,No,52,No,No phone service,No,49.15,1
Male,1,No,65,Yes,Yes,Yes,110.35,0
Female,0,No,48,Yes,Yes,No internet service,24.55,0
Female,0,No,2,No,No phone service,No,34.7,1
Male,0,No,3,Yes,Yes,No,107.95,0
Male,0,No,45,Yes,Yes,No,81.4,0
Male,0,Yes,1,Yes,No,No,80.0,1
Female,0,Yes,61,Yes,No,No,73.8,0
Male,0,No,3,Yes,No,Yes,64.4,0
Female,1,No,40,Yes,Yes,No,103.75,0
Female,0,No,1,Yes,No,No,71.1,0
Female,0,No,1,Yes,No,No,49.9,0
Male,0,No,51,Yes,Yes,No internet service,24.6,0
Male,1,No,2,Yes,No,Yes,49.25,1
Male,0,No,52,No,No phone service,No,30.1,0
Male,0,No,51,Yes,Yes,No,83.4,0
Male,0,No,1,Yes,No,No internet service,20.45,0
Male,0,Yes,31,Yes,Yes,Yes,75.25,0
Male,0,Yes,47,Yes,No,No internet service,20.55,0
Female,0,No,3,Yes,Yes,No,75.1,1
Female,1,No,22,Yes,No,No internet service,20.05,0
Female,0,No,1,Yes,No,No internet service,20.65,0
Male,0,No,72,Yes,Yes,No,85.15,0
Male,0,Yes,3,Yes,No,No,50.15,1
Male,1,Yes,47,Yes,No,No,84.95,0
Male,0,Yes,72,Yes,Yes,Yes,66.5,0
Male,0,Yes,66,Yes,Yes,No,63.3,0
Male,0,No,35,Yes,Yes,No,83.15,0
Male,0,No,29,Yes,Yes,No,84.9,0
Female,0,No,2,Yes,No,No internet service,20.55,0
Male,0,No,4,Yes,No,No,49.25,0
Female,0,No,25,Yes,No,Yes,79.85,1
Female,0,No,65,Yes,No,Yes,59.6,0
Male,1,No,27,Yes,Yes,No,104.65,0
Male,0,No,29,Yes,No,No,75.3,0
Male,0,Yes,29,Yes,Yes,No,80.1,0
Male,0,No,1,Yes,No,No internet service,19.55,1
Female,0,No,20,Yes,No,No,81.0,0
Female,0,No,58,Yes,Yes,No internet service,24.7,0
Female,0,Yes,14,Yes,Yes,Yes,86.0,0
Male,0,No,72,Yes,Yes,No internet service,25.4,0
Male,0,No,46,Yes,Yes,Yes,89.15,0
Female,0,No,71,No,No phone service,No,58.25,0
Male,0,No,32,Yes,Yes,No,85.65,0
Female,0,No,26,No,No phone service,No,50.35,0
Male,1,No,68,Yes,Yes,No,80.35,0
Male,0,Yes,2,Yes,No,No internet service,20.2,0
Male,0,Yes,61,Yes,No,No internet service,20.55,0
Female,0,Yes,4,Yes,Yes,No,85.95,1
Male,0,No,3,Yes,No,No,45.35,1
Male,1,No,33,Yes,Yes,No,94.5,1
Male,1,No,9,Yes,No,No internet service,21.25,0
Female,0,No,22,Yes,Yes,No internet service,26.25,0
Female,0,Yes,5,Yes,No,No,80.85,0
Female,1,No,30,Yes,Yes,Yes,91.7,1
Male,0,No,65,Yes,Yes,No,74.2,0
Female,0,No,45,Yes,Yes,No,87.25,1
Male,0,No,5,Yes,No,No internet service,20.35,0
Male,0,Yes,25,Yes,No,No,75.5,0
Female,0,Yes,72,Yes,Yes,Yes,79.05,0
Female,0,No,27,Yes,Yes,No,90.15,0
Male,0,Yes,32,No,No phone service,No,50.6,0
Female,0,No,30,Yes,Yes,No,110.45,0
Male,0,No,70,Yes,No,Yes,101.0,0
Male,1,No,42,Yes,Yes,No,79.35,0
Female,1,No,72,Yes,Yes,Yes,89.85,0
Female,0,No,47,Yes,Yes,Yes,65.0,0
Female,0,No,2,Yes,No,Yes,80.45,0
Male,0,No,10,Yes,Yes,Yes,98.55,1
Female,0,Yes,61,Yes,Yes,No internet service,24.1,0
Female,0,No,5,Yes,No,No,44.05,0
Female,1,No,72,Yes,Yes,No,110.8,0
Male,1,Yes,72,Yes,Yes,Yes,114.95,0
Female,1,No,3,Yes,No,No,75.05,0
Male,0,No,48,Yes,No,No internet service,19.25,0
Female,0,No,63,Yes,No,No,90.05,0
Female,0,No,27,Yes,No,Yes,56.7,0
Male,0,Yes,70,Yes,No,Yes,80.15,0
Male,0,Yes,7,Yes,No,Yes,71.35,0
Male,0,Yes,0,Yes,No,No internet service,20.25,0
Female,0,No,2,Yes,No,Yes,90.35,0
Male,1,No,20,Yes,Yes,No,98.55,1
Male,0,No,66,Yes,No,No internet service,19.7,0
Female,0,No,3,Yes,No,No internet service,19.85,0
Female,0,Yes,15,Yes,No,No,85.9,1
Female,0,Yes,72,Yes,Yes,Yes,90.35,0
Male,0,No,1,Yes,No,No internet service,20.8,0
Female,0,No,22,Yes,No,No,89.25,1
Male,0,No,3,Yes,No,No,70.3,1
Female,0,Yes,72,Yes,Yes,Yes,66.85,0
Male,0,Yes,65,Yes,No,No internet service,19.9,0
Female,0,No,11,No,No phone service,No,35.8,0
Male,0,No,22,Yes,Yes,No,78.85,0
Male,0,No,14,Yes,No,No internet service,20.4,0
Male,0,No,41,Yes,No,No,74.25,0
Male,0,No,17,Yes,No,Yes,64.8,0
Male,0,No,11,Yes,No,No internet service,20.45,0
Male,0,No,15,Yes,Yes,No,93.35,1
Female,0,No,1,Yes,No,No internet service,19.9,1
Female,0,No,5,Yes,No,Yes,88.9,1
Male,0,No,33,Yes,No,No,95.8,1
Female,0,No,72,Yes,Yes,Yes,110.65,0
Female,0,Yes,3,No,No phone service,No,40.3,0
Male,0,No,2,Yes,Yes,No,82.0,1
Female,0,No,59,Yes,Yes,Yes,107.0,0
Male,0,No,2,Yes,No,No,45.35,1
Male,0,Yes,71,Yes,No,No,73.35,0
Female,0,Yes,5,Yes,No,No,44.8,0
Male,0,Yes,27,Yes,No,Yes,54.75,0
Female,0,No,1,Yes,No,No,52.2,1
Male,0,Yes,63,No,No phone service,Yes,40.6,0
Female,1,No,46,Yes,Yes,Yes,110.0,1
Male,0,Yes,72,Yes,Yes,Yes,55.3,0
Female,0,No,34,Yes,Yes,Yes,60.85,0
Female,0,Yes,24,Yes,Yes,Yes,78.4,0
Male,0,No,72,Yes,Yes,Yes,69.65,0
Female,0,Yes,60,No,No phone service,Yes,59.85,0
Male,0,No,68,Yes,Yes,Yes,76.9,0
Female,0,Yes,8,Yes,No,No internet service,19.85,0
Female,0,Yes,34,Yes,No,Yes,67.65,0
Female,0,No,6,No,No phone service,No,45.0,0
Male,0,No,2,Yes,No,No,64.2,0
Male,0,No,31,Yes,Yes,No,81.7,0
Female,0,Yes,20,Yes,Yes,No internet service,25.55,0
Female,0,Yes,1,Yes,No,No internet service,20.0,0
Male,0,No,62,Yes,Yes,No,96.75,1
Female,1,No,70,Yes,Yes,No,75.65,0
Female,0,No,10,Yes,Yes,No,98.5,1
Male,0,Yes,39,Yes,Yes,No internet service,23.8,0
Female,0,No,46,Yes,No,No,64.2,0
Male,0,No,6,Yes,No,No,85.35,1
Female,0,Yes,72,Yes,Yes,No,76.8,0
Male,0,No,18,Yes,No,No,55.2,0
Male,0,No,71,Yes,Yes,Yes,108.55,0
Male,0,No,40,Yes,Yes,No,101.3,1
Male,0,No,1,Yes,No,No,69.55,1
Male,0,No,58,Yes,Yes,No,103.25,1
Male,0,No,70,Yes,Yes,Yes,104.0,1
Female,0,No,42,Yes,Yes,No internet service,25.25,0
Male,0,Yes,34,No,No phone service,Yes,30.4,0
Male,1,No,5,Yes,No,No internet service,20.05,0
Female,0,No,25,Yes,Yes,No,84.6,0
Female,0,No,2,Yes,No,No,86.2,1
Female,0,Yes,55,Yes,No,No,103.7,0
Male,0,No,21,Yes,Yes,No,111.2,1
Male,0,No,70,Yes,Yes,Yes,88.0,0
Female,0,No,61,Yes,Yes,No,106.35,0
Male,0,Yes,43,Yes,No,Yes,79.15,0
Male,0,No,47,Yes,Yes,No,103.1,0
Male,0,No,5,Yes,No,No,63.95,0
Female,0,No,62,Yes,Yes,No internet service,25.8,0
Female,0,Yes,16,Yes,No,No,89.45,1
Male,1,No,7,Yes,Yes,No,95.6,1
Female,0,Yes,14,Yes,Yes,No internet service,25.55,0
Male,0,Yes,60,Yes,No,No,90.95,1
Male,0,Yes,34,No,No phone service,No,44.85,0
Female,0,No,50,Yes,Yes,Yes,108.55,1
Male,0,Yes,38,Yes,Yes,No internet service,25.05,0
Female,0,Yes,70,Yes,No,Yes,74.1,0
Female,0,Yes,37,Yes,Yes,No,88.8,0
Female,1,No,4,Yes,No,No,78.85,1
Male,1,Yes,60,Yes,Yes,Yes,93.25,0
Male,0,Yes,62,Yes,No,Yes,71.4,0
Male,0,No,1,Yes,No,No,44.4,1
Male,0,No,36,Yes,No,Yes,79.2,0
Male,0,No,44,Yes,No,No internet service,20.4,0
Female,1,No,55,Yes,Yes,No,100.0,1
Female,0,No,72,Yes,Yes,Yes,105.0,0
Female,0,Yes,12,Yes,No,No internet service,19.8,1
Female,0,No,13,No,No phone service,Yes,30.85,0
Male,0,No,1,Yes,No,No,89.9,1
Female,0,Yes,15,Yes,No,No internet service,20.55,0
Female,0,No,65,Yes,No,Yes,84.85,0
Female,0,Yes,12,No,No phone service,Yes,33.15,0
Male,0,No,72,Yes,Yes,Yes,92.0,0
Female,0,Yes,72,Yes,Yes,Yes,89.8,0
Female,0,Yes,72,Yes,Yes,Yes,115.8,0
Male,0,Yes,52,Yes,Yes,Yes,85.15,0
Male,0,No,2,Yes,Yes,No internet service,24.85,0
Female,0,No,5,Yes,No,Yes,64.35,0
Female,0,No,68,Yes,No,No internet service,20.5,0
Female,0,Yes,62,Yes,Yes,No,100.15,1
Male,0,No,72,Yes,Yes,Yes,86.05,0
Male,0,No,1,Yes,No,No,50.8,1
Female,0,No,66,Yes,Yes,Yes,89.0,0
Male,0,Yes,72,No,No phone service,Yes,64.8,0
Male,0,No,26,Yes,No,No internet service,19.8,0
Male,0,Yes,64,Yes,Yes,Yes,93.4,0
Male,1,No,20,Yes,No,No,73.65,1
Female,0,No,3,Yes,No,No,95.1,1
Male,0,No,22,Yes,Yes,No,94.65,1
Male,0,No,4,Yes,No,No,80.6,1
Male,0,No,62,No,No phone service,No,39.0,0
Female,0,No,5,Yes,No,No internet service,20.5,0
Male,0,No,59,Yes,Yes,No,85.55,1
Male,0,Yes,3,Yes,Yes,No internet service,26.4,0
Female,0,No,72,Yes,Yes,Yes,98.2,0
Male,0,Yes,57,Yes,No,No,97.55,0
Male,0,Yes,66,Yes,No,No internet service,19.95,0
Female,0,No,60,No,No phone service,No,50.8,1
Male,0,Yes,45,Yes,Yes,No,99.7,0
Female,0,No,3,No,No phone service,No,34.8,0
Female,0,No,15,Yes,No,Yes,105.1,1
Female,0,Yes,51,No,No phone service,Yes,60.15,0
Female,0,No,60,Yes,Yes,Yes,64.75,0
Male,0,No,33,Yes,Yes,No,54.65,0
Male,0,No,10,Yes,No,Yes,110.1,1
Male,1,No,26,Yes,No,No internet service,19.3,0
Female,0,No,6,Yes,No,No,83.9,1
Female,0,No,67,Yes,Yes,Yes,111.25,0
Female,0,Yes,49,No,No phone service,Yes,35.8,0
Male,0,No,1,Yes,No,No internet service,20.05,0
Female,1,No,7,Yes,No,No,84.35,0
Female,1,No,27,Yes,Yes,Yes,110.5,0
Male,0,Yes,37,Yes,No,No,91.2,0
Female,0,Yes,63,Yes,Yes,Yes,100.55,1
Male,0,Yes,31,Yes,Yes,Yes,89.3,0
Male,0,Yes,50,Yes,Yes,No,103.85,1
Male,1,No,32,Yes,Yes,No,81.1,0
Female,0,No,1,No,No phone service,No,24.6,1
Female,0,No,63,Yes,Yes,No,81.2,0
Male,0,No,30,Yes,Yes,Yes,94.3,0
Male,0,No,71,Yes,Yes,Yes,116.1,0
Female,0,No,53,Yes,Yes,No,105.55,0
Female,0,No,12,Yes,No,Yes,98.9,1
Male,0,No,50,Yes,Yes,Yes,94.4,0
Female,0,No,2,Yes,No,No internet service,19.5,0
Female,0,No,9,Yes,Yes,No,98.3,1
Male,0,No,17,Yes,No,Yes,93.85,1
Female,0,No,56,Yes,No,Yes,105.6,0
Male,0,Yes,67,Yes,No,Yes,81.35,0
Male,1,No,9,Yes,Yes,No,100.5,1
Male,0,No,4,Yes,No,No,56.4,0
Male,0,No,19,Yes,No,No,65.35,0
Female,0,Yes,8,Yes,No,No internet service,19.95,0
Female,0,No,71,Yes,Yes,No,111.25,0
Male,1,No,10,Yes,No,No,72.85,1
Female,1,No,15,Yes,Yes,No,89.0,0
Male,0,Yes,72,Yes,Yes,Yes,106.1,0
Male,0,No,12,Yes,No,No internet service,20.05,0
Male,0,Yes,72,Yes,Yes,No internet service,25.2,0
Male,1,No,1,Yes,Yes,No,73.55,1
Female,1,No,23,Yes,No,Yes,75.4,0
Male,0,No,72,No,No phone service,Yes,65.55,0
Female,0,No,26,Yes,Yes,No,80.7,0
Female,0,No,21,Yes,No,No,104.55,0
Male,0,No,60,Yes,Yes,No internet service,24.15,0
Male,0,No,12,Yes,No,No internet service,20.45,0
Male,0,No,16,Yes,Yes,No,75.4,0
Female,0,No,63,Yes,Yes,Yes,79.7,0
Female,1,No,22,Yes,No,Yes,81.7,0
Female,0,Yes,32,Yes,No,Yes,76.3,0
Female,1,No,3,Yes,Yes,No,79.4,1
Female,0,No,13,Yes,No,No,81.15,1
Female,0,Yes,68,Yes,Yes,No,103.75,0
Female,0,Yes,30,Yes,No,No,86.45,0
Female,0,No,16,Yes,No,No,75.1,0
Male,0,No,33,Yes,No,No,80.6,0
Male,0,No,72,Yes,No,No internet service,19.3,0
Female,1,No,4,Yes,Yes,No,84.6,1
Female,0,No,12,No,No phone service,Yes,33.6,0
Female,1,No,4,Yes,Yes,No,83.25,0
Female,0,Yes,0,Yes,No,Yes,80.85,0
Female,0,No,6,Yes,Yes,Yes,79.05,1
Female,0,No,65,Yes,Yes,No,108.05,0
Female,0,No,15,Yes,No,No internet service,19.9,0
Female,0,Yes,24,Yes,No,No internet service,21.05,0
Female,0,Yes,13,No,No phone service,No,30.15,0
Male,0,No,24,Yes,No,No,79.85,0
Female,0,No,72,No,No phone service,Yes,65.5,0
Female,0,Yes,54,Yes,Yes,Yes,104.1,0
Female,0,No,3,Yes,Yes,No,74.4,1
Male,0,Yes,4,Yes,No,No internet service,20.5,0
Female,1,Yes,32,Yes,Yes,No,91.35,0
Male,1,No,35,Yes,Yes,No,99.05,1
Male,0,Yes,35,Yes,No,No internet service,20.5,0
Male,1,No,2,Yes,No,No,44.95,1
Female,0,No,8,Yes,No,No,75.6,0
Male,0,No,22,Yes,No,Yes,55.1,0
Female,0,No,15,Yes,No,Yes,58.95,0
Male,0,No,22,Yes,Yes,No,95.1,0
Male,0,No,1,Yes,No,No,44.7,1
Female,0,Yes,71,Yes,Yes,No internet service,25.45,0
Male,0,No,4,Yes,No,Yes,56.75,0
Male,0,No,25,Yes,Yes,Yes,81.75,0
Female,0,Yes,32,Yes,No,No,86.1,0
Male,1,No,7,No,No phone service,Yes,29.8,0
Male,0,No,17,Yes,No,No internet service,20.5,0
Male,1,No,8,Yes,No,Yes,60.9,0
Female,1,No,56,Yes,Yes,Yes,73.25,0
Male,0,No,1,Yes,No,No,45.7,1
Male,1,No,8,Yes,No,Yes,100.3,1
Male,0,No,7,Yes,No,No internet service,19.25,1
Male,0,Yes,3,Yes,No,No internet service,20.85,0
Female,0,No,71,Yes,No,Yes,77.35,0
Female,0,No,2,Yes,Yes,No,96.0,1
Female,0,No,1,Yes,No,No,90.55,1
Male,0,No,49,Yes,Yes,Yes,93.85,0
Male,0,No,58,Yes,No,No,70.1,0
Male,1,No,44,No,No phone service,No,30.35,1
Female,0,Yes,59,Yes,No,No,75.95,0
Male,0,No,71,Yes,Yes,Yes,108.05,1
Male,0,No,1,Yes,No,No,69.9,1
Female,0,No,11,Yes,Yes,No,75.25,0
Male,1,No,62,Yes,Yes,No,103.75,1
Female,0,Yes,35,Yes,No,Yes,54.95,0
Female,0,No,20,Yes,No,No internet service,19.5,0
Male,0,Yes,40,Yes,No,No internet service,19.6,0
Female,0,No,39,Yes,No,Yes,47.85,0
Male,0,No,1,Yes,Yes,No,86.6,1
Female,0,Yes,72,Yes,Yes,No internet service,23.75,0
Female,1,No,33,Yes,Yes,No,80.6,1
Female,0,No,12,Yes,No,No,43.8,0
Male,0,No,1,Yes,No,No internet service,19.75,0
Male,0,Yes,27,Yes,No,No internet service,19.15,0
Male,0,Yes,34,Yes,No,No internet service,19.6,0
Female,0,No,56,Yes,No,Yes,80.3,0
Female,0,No,58,Yes,Yes,No internet service,24.35,0
Female,0,Yes,22,Yes,Yes,No internet service,25.25,0
Female,0,Yes,10,Yes,Yes,No internet service,26.1,0
Male,0,No,13,Yes,No,No internet service,20.0,0
Female,0,No,35,Yes,Yes,No,85.3,1
Female,0,No,34,Yes,No,No,70.0,1
Female,1,No,4,Yes,Yes,No,94.3,1
Male,0,No,72,Yes,No,No internet service,20.7,0
Male,0,No,2,Yes,No,No,70.3,0
Female,0,No,7,Yes,No,No,95.35,1
Male,1,No,27,Yes,Yes,No,75.5,1
Male,0,Yes,4,Yes,No,No,69.55,0
Female,0,No,37,Yes,No,No internet service,19.85,0
Male,0,No,21,Yes,No,No internet service,20.0,0
Female,1,No,53,Yes,Yes,No,95.85,0
Female,0,No,18,Yes,Yes,No,90.1,1
Female,0,No,2,Yes,No,No,68.95,1
Male,0,Yes,32,Yes,Yes,Yes,99.55,1
Male,1,No,23,Yes,No,No internet service,20.75,0
Male,0,No,3,Yes,No,Yes,50.15,0
Female,0,Yes,71,No,No phone service,Yes,58.65,0
Male,0,No,9,Yes,No,No,95.9,0
Female,0,No,1,Yes,No,No,49.5,0
Male,0,Yes,18,Yes,No,No,57.45,1
Male,0,Yes,12,Yes,No,No,53.65,1
Male,0,No,71,Yes,Yes,Yes,80.1,0
Female,0,No,64,Yes,Yes,No internet service,24.4,0
Male,0,No,4,No,No phone service,No,40.05,0
Female,0,No,23,Yes,No,No internet service,19.5,0
Female,0,Yes,39,Yes,No,Yes,51.05,0
Male,0,No,28,Yes,No,Yes,54.35,0
Female,1,No,5,Yes,No,No,84.7,0
Female,1,No,45,Yes,No,No,86.1,0
Male,0,No,37,Yes,No,No,70.35,0
Female,1,No,60,Yes,No,Yes,110.0,0
Male,1,No,8,Yes,Yes,No,100.6,1
Female,0,No,47,Yes,Yes,Yes,94.9,0
Male,0,Yes,26,Yes,Yes,No,83.75,1
Female,1,Yes,3,Yes,No,Yes,88.3,1
Female,0,Yes,50,Yes,No,No,69.75,0
Male,0,Yes,27,Yes,Yes,No,71.6,0
Female,1,No,8,Yes,No,No,92.1,1
Female,0,No,62,Yes,Yes,No internet service,23.65,0
Female,0,No,71,Yes,No,Yes,81.85,0
Male,0,No,66,Yes,Yes,No internet service,25.1,0
Male,0,Yes,68,Yes,Yes,Yes,114.7,0
Female,0,No,13,No,No phone service,No,49.15,0
Male,0,No,56,Yes,No,No,80.9,0
Male,0,No,38,Yes,No,Yes,79.45,1
Male,1,No,14,Yes,No,No,90.45,1
Female,0,Yes,16,Yes,No,No internet service,19.3,0
Female,0,Yes,14,Yes,No,No,70.2,0
Male,0,Yes,32,Yes,No,No,69.75,1
Female,0,No,8,Yes,No,Yes,54.25,0
Female,0,Yes,43,Yes,Yes,No,99.3,0
Female,0,No,52,Yes,Yes,Yes,74.0,0
Male,0,No,3,Yes,No,No,50.25,0
Male,0,No,29,Yes,No,No internet service,19.8,0
Female,0,No,1,Yes,No,No internet service,19.65,1
Male,1,No,12,No,No phone service,No,43.65,1
Female,0,Yes,16,No,No phone service,No,35.5,0
Female,0,No,40,Yes,Yes,No,80.75,0
Female,0,No,5,No,No phone service,No,39.5,1
Male,0,No,40,Yes,Yes,No,97.1,1
Female,0,No,36,Yes,No,No internet service,19.55,0
Female,0,No,5,Yes,No,No,80.0,1
Female,0,No,10,Yes,No,Yes,84.7,1
Male,0,Yes,2,Yes,No,No,89.55,1
Male,0,No,23,Yes,Yes,No,90.6,1
Male,0,Yes,26,Yes,No,No internet service,20.05,0
Female,1,No,72,Yes,Yes,Yes,112.4,0
Female,0,No,34,Yes,No,No,50.2,0
Male,0,No,10,Yes,No,Yes,62.25,0
Female,0,No,14,Yes,No,Yes,55.7,0
Female,0,No,23,Yes,Yes,Yes,90.05,1
Male,0,No,47,Yes,No,No internet service,19.65,0
Male,0,No,24,Yes,No,Yes,89.25,0
Male,0,No,49,Yes,Yes,No,99.05,1
Male,1,No,20,Yes,No,Yes,54.0,0
Female,0,No,2,Yes,No,No,69.75,1
Female,0,No,2,Yes,No,No,49.05,1
Male,0,No,22,No,No phone service,No,56.75,0
Male,0,No,7,Yes,Yes,No,98.05,1
Male,0,No,1,Yes,No,No internet service,21.1,0
Female,0,Yes,59,Yes,Yes,No,96.65,0
Female,0,Yes,58,Yes,Yes,No internet service,24.5,0
Female,0,No,41,Yes,Yes,Yes,114.5,1
Female,1,No,59,Yes,Yes,No,79.2,0
Female,0,Yes,3,Yes,No,No,69.55,0
